t=0.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=10.080000, y(t)=-1.392042, y'(t)=0.099662, z(t)=-0.591907, z'(t)=0.526618, v(t)=-2.654430, v'(t)=0.790488, X(t)=-1.392042, Y(t)=-0.591907, Z(t)=-2.654430
t=10.100000, y(t)=-1.390922, y'(t)=0.012386, z(t)=-0.581431, z'(t)=0.520737, v(t)=-2.638005, v'(t)=0.851718, X(t)=-1.390922, Y(t)=-0.581431, Z(t)=-2.638005
t=10.120000, y(t)=-1.391547, y'(t)=-0.074884, z(t)=-0.571085, z'(t)=0.513726, v(t)=-2.620375, v'(t)=0.911008, X(t)=-1.391547, Y(t)=-0.571085, Z(t)=-2.620375
t=10.140000, y(t)=-1.393916, y'(t)=-0.161928, z(t)=-0.560890, z'(t)=0.505604, v(t)=-2.601579, v'(t)=0.968246, X(t)=-1.393916, Y(t)=-0.560890, Z(t)=-2.601579
t=10.160000, y(t)=-1.398021, y'(t)=-0.248529, z(t)=-0.550868, z'(t)=0.496394, v(t)=-2.581659, v'(t)=1.023327, X(t)=-1.398021, Y(t)=-0.550868, Z(t)=-2.581659
t=10.180000, y(t)=-1.403852, y'(t)=-0.334472, z(t)=-0.541041, z'(t)=0.486120, v(t)=-2.560661, v'(t)=1.076149, X(t)=-1.403852, Y(t)=-0.541041, Z(t)=-2.560661
t=10.200000, y(t)=-1.411394, y'(t)=-0.419543, z(t)=-0.531430, z'(t)=0.474810, v(t)=-2.538629, v'(t)=1.126616, X(t)=-1.411394, Y(t)=-0.531430, Z(t)=-2.538629
t=10.220000, y(t)=-1.420627, y'(t)=-0.503532, z(t)=-0.522056, z'(t)=0.462493, v(t)=-2.515612, v'(t)=1.174638, X(t)=-1.420627, Y(t)=-0.522056, Z(t)=-2.515612
t=10.240000, y(t)=-1.431527, y'(t)=-0.586232, z(t)=-0.512937, z'(t)=0.449200, v(t)=-2.491660, v'(t)=1.220128, X(t)=-1.431527, Y(t)=-0.512937, Z(t)=-2.491660
t=10.260000, y(t)=-1.444066, y'(t)=-0.667439, z(t)=-0.504094, z'(t)=0.434964, v(t)=-2.466824, v'(t)=1.263006, X(t)=-1.444066, Y(t)=-0.504094, Z(t)=-2.466824
t=10.280000, y(t)=-1.458213, y'(t)=-0.746955, z(t)=-0.495544, z'(t)=0.419822, v(t)=-2.441158, v'(t)=1.303197, X(t)=-1.458213, Y(t)=-0.495544, Z(t)=-2.441158
t=10.300000, y(t)=-1.473932, y'(t)=-0.824586, z(t)=-0.487307, z'(t)=0.403809, v(t)=-2.414715, v'(t)=1.340631, X(t)=-1.473932, Y(t)=-0.487307, Z(t)=-2.414715
t=10.320000, y(t)=-1.491183, y'(t)=-0.900143, z(t)=-0.479398, z'(t)=0.386965, v(t)=-2.387551, v'(t)=1.375245, X(t)=-1.491183, Y(t)=-0.479398, Z(t)=-2.387551
t=10.340000, y(t)=-1.509923, y'(t)=-0.973443, z(t)=-0.471833, z'(t)=0.369331, v(t)=-2.359724, v'(t)=1.406982, X(t)=-1.509923, Y(t)=-0.471833, Z(t)=-2.359724
t=10.360000, y(t)=-1.530104, y'(t)=-1.044310, z(t)=-0.464629, z'(t)=0.350948, v(t)=-2.331292, v'(t)=1.435789, X(t)=-1.530104, Y(t)=-0.464629, Z(t)=-2.331292
t=10.380000, y(t)=-1.551678, y'(t)=-1.112572, z(t)=-0.457800, z'(t)=0.331861, v(t)=-2.302313, v'(t)=1.461620, X(t)=-1.551678, Y(t)=-0.457800, Z(t)=-2.302313
t=10.400000, y(t)=-1.574589, y'(t)=-1.178068, z(t)=-0.451359, z'(t)=0.312115, v(t)=-2.272847, v'(t)=1.484437, X(t)=-1.574589, Y(t)=-0.451359, Z(t)=-2.272847
t=10.420000, y(t)=-1.598781, y'(t)=-1.240640, z(t)=-0.445320, z'(t)=0.291756, v(t)=-2.242955, v'(t)=1.504206, X(t)=-1.598781, Y(t)=-0.445320, Z(t)=-2.242955
t=10.440000, y(t)=-1.624194, y'(t)=-1.300141, z(t)=-0.439693, z'(t)=0.270832, v(t)=-2.212699, v'(t)=1.520899, X(t)=-1.624194, Y(t)=-0.439693, Z(t)=-2.212699
t=10.460000, y(t)=-1.650765, y'(t)=-1.356430, z(t)=-0.434490, z'(t)=0.249390, v(t)=-2.182140, v'(t)=1.534496, X(t)=-1.650765, Y(t)=-0.434490, Z(t)=-2.182140
t=10.480000, y(t)=-1.678429, y'(t)=-1.409376, z(t)=-0.429720, z'(t)=0.227482, v(t)=-2.151340, v'(t)=1.544982, X(t)=-1.678429, Y(t)=-0.429720, Z(t)=-2.151340
t=10.500000, y(t)=-1.707117, y'(t)=-1.458855, z(t)=-0.425393, z'(t)=0.205157, v(t)=-2.120362, v'(t)=1.552348, X(t)=-1.707117, Y(t)=-0.425393, Z(t)=-2.120362
t=10.520000, y(t)=-1.736759, y'(t)=-1.504754, z(t)=-0.421517, z'(t)=0.182466, v(t)=-2.089267, v'(t)=1.556592, X(t)=-1.736759, Y(t)=-0.421517, Z(t)=-2.089267
t=10.540000, y(t)=-1.767283, y'(t)=-1.546965, z(t)=-0.418097, z'(t)=0.159462, v(t)=-2.058119, v'(t)=1.557719, X(t)=-1.767283, Y(t)=-0.418097, Z(t)=-2.058119
t=10.560000, y(t)=-1.798613, y'(t)=-1.585395, z(t)=-0.415140, z'(t)=0.136196, v(t)=-2.026979, v'(t)=1.555738, X(t)=-1.798613, Y(t)=-0.415140, Z(t)=-2.026979
t=10.580000, y(t)=-1.830673, y'(t)=-1.619957, z(t)=-0.412650, z'(t)=0.112721, v(t)=-1.995910, v'(t)=1.550666, X(t)=-1.830673, Y(t)=-0.412650, Z(t)=-1.995910
t=10.600000, y(t)=-1.863384, y'(t)=-1.650574, z(t)=-0.410632, z'(t)=0.089090, v(t)=-1.964973, v'(t)=1.542525, X(t)=-1.863384, Y(t)=-0.410632, Z(t)=-1.964973
t=10.620000, y(t)=-1.896669, y'(t)=-1.677179, z(t)=-0.409087, z'(t)=0.065355, v(t)=-1.934229, v'(t)=1.531343, X(t)=-1.896669, Y(t)=-0.409087, Z(t)=-1.934229
t=10.640000, y(t)=-1.930445, y'(t)=-1.699717, z(t)=-0.408018, z'(t)=0.041571, v(t)=-1.903739, v'(t)=1.517156, X(t)=-1.930445, Y(t)=-0.408018, Z(t)=-1.903739
t=10.660000, y(t)=-1.964630, y'(t)=-1.718140, z(t)=-0.407425, z'(t)=0.017789, v(t)=-1.873563, v'(t)=1.500003, X(t)=-1.964630, Y(t)=-0.407425, Z(t)=-1.873563
t=10.680000, y(t)=-1.999142, y'(t)=-1.732413, z(t)=-0.407306, z'(t)=-0.005937, v(t)=-1.843759, v'(t)=1.479930, X(t)=-1.999142, Y(t)=-0.407306, Z(t)=-1.843759
t=10.700000, y(t)=-2.033899, y'(t)=-1.742509, z(t)=-0.407661, z'(t)=-0.029555, v(t)=-1.814385, v'(t)=1.456989, X(t)=-2.033899, Y(t)=-0.407661, Z(t)=-1.814385
t=10.720000, y(t)=-2.068815, y'(t)=-1.748413, z(t)=-0.408487, z'(t)=-0.053013, v(t)=-1.785498, v'(t)=1.431238, X(t)=-2.068815, Y(t)=-0.408487, Z(t)=-1.785498
t=10.740000, y(t)=-2.103807, y'(t)=-1.750120, z(t)=-0.409780, z'(t)=-0.076261, v(t)=-1.757153, v'(t)=1.402738, X(t)=-2.103807, Y(t)=-0.409780, Z(t)=-1.757153
t=10.760000, y(t)=-2.138792, y'(t)=-1.747634, z(t)=-0.411536, z'(t)=-0.099246, v(t)=-1.729406, v'(t)=1.371558, X(t)=-2.138792, Y(t)=-0.411536, Z(t)=-1.729406
t=10.780000, y(t)=-2.173685, y'(t)=-1.740970, z(t)=-0.413748, z'(t)=-0.121920, v(t)=-1.702309, v'(t)=1.337769, X(t)=-2.173685, Y(t)=-0.413748, Z(t)=-1.702309
t=10.800000, y(t)=-2.208403, y'(t)=-1.730154, z(t)=-0.416410, z'(t)=-0.144233, v(t)=-1.675912, v'(t)=1.301451, X(t)=-2.208403, Y(t)=-0.416410, Z(t)=-1.675912
t=10.820000, y(t)=-2.242863, y'(t)=-1.715221, z(t)=-0.419515, z'(t)=-0.166137, v(t)=-1.650267, v'(t)=1.262685, X(t)=-2.242863, Y(t)=-0.419515, Z(t)=-1.650267
t=10.840000, y(t)=-2.276984, y'(t)=-1.696216, z(t)=-0.423053, z'(t)=-0.187586, v(t)=-1.625421, v'(t)=1.221558, X(t)=-2.276984, Y(t)=-0.423053, Z(t)=-1.625421
t=10.860000, y(t)=-2.310685, y'(t)=-1.673194, z(t)=-0.427015, z'(t)=-0.208533, v(t)=-1.601420, v'(t)=1.178163, X(t)=-2.310685, Y(t)=-0.427015, Z(t)=-1.601420
t=10.880000, y(t)=-2.343886, y'(t)=-1.646219, z(t)=-0.431391, z'(t)=-0.228934, v(t)=-1.578308, v'(t)=1.132593, X(t)=-2.343886, Y(t)=-0.431391, Z(t)=-1.578308
t=10.900000, y(t)=-2.376508, y'(t)=-1.615366, z(t)=-0.436168, z'(t)=-0.248747, v(t)=-1.556130, v'(t)=1.084949, X(t)=-2.376508, Y(t)=-0.436168, Z(t)=-1.556130
t=10.920000, y(t)=-2.408475, y'(t)=-1.580718, z(t)=-0.441336, z'(t)=-0.267929, v(t)=-1.534924, v'(t)=1.035334, X(t)=-2.408475, Y(t)=-0.441336, Z(t)=-1.534924
t=10.940000, y(t)=-2.439712, y'(t)=-1.542366, z(t)=-0.446881, z'(t)=-0.286441, v(t)=-1.514729, v'(t)=0.983855, X(t)=-2.439712, Y(t)=-0.446881, Z(t)=-1.514729
t=10.960000, y(t)=-2.470146, y'(t)=-1.500412, z(t)=-0.452789, z'(t)=-0.304244, v(t)=-1.495581, v'(t)=0.930621, X(t)=-2.470146, Y(t)=-0.452789, Z(t)=-1.495581
t=10.980000, y(t)=-2.499705, y'(t)=-1.454964, z(t)=-0.459046, z'(t)=-0.321301, v(t)=-1.477515, v'(t)=0.875746, X(t)=-2.499705, Y(t)=-0.459046, Z(t)=-1.477515
t=11.000000, y(t)=-2.528322, y'(t)=-1.406140, z(t)=-0.465636, z'(t)=-0.337579, v(t)=-1.460562, v'(t)=0.819345, X(t)=-2.528322, Y(t)=-0.465636, Z(t)=-1.460562
t=11.020000, y(t)=-2.555929, y'(t)=-1.354065, z(t)=-0.472544, z'(t)=-0.353043, v(t)=-1.444750, v'(t)=0.761537, X(t)=-2.555929, Y(t)=-0.472544, Z(t)=-1.444750
t=11.040000, y(t)=-2.582464, y'(t)=-1.298871, z(t)=-0.479752, z'(t)=-0.367663, v(t)=-1.430109, v'(t)=0.702443, X(t)=-2.582464, Y(t)=-0.479752, Z(t)=-1.430109
t=11.060000, y(t)=-2.607864, y'(t)=-1.240699, z(t)=-0.487244, z'(t)=-0.381410, v(t)=-1.416660, v'(t)=0.642186, X(t)=-2.607864, Y(t)=-0.487244, Z(t)=-1.416660
t=11.080000, y(t)=-2.632073, y'(t)=-1.179694, z(t)=-0.495002, z'(t)=-0.394256, v(t)=-1.404428, v'(t)=0.580890, X(t)=-2.632073, Y(t)=-0.495002, Z(t)=-1.404428
t=11.100000, y(t)=-2.655034, y'(t)=-1.116010, z(t)=-0.503008, z'(t)=-0.406178, v(t)=-1.393431, v'(t)=0.518681, X(t)=-2.655034, Y(t)=-0.503008, Z(t)=-1.393431
t=11.120000, y(t)=-2.676696, y'(t)=-1.049804, z(t)=-0.511243, z'(t)=-0.417152, v(t)=-1.383686, v'(t)=0.455688, X(t)=-2.676696, Y(t)=-0.511243, Z(t)=-1.383686
t=11.140000, y(t)=-2.697011, y'(t)=-0.981242, z(t)=-0.519688, z'(t)=-0.427157, v(t)=-1.375208, v'(t)=0.392038, X(t)=-2.697011, Y(t)=-0.519688, Z(t)=-1.375208
t=11.160000, y(t)=-2.715931, y'(t)=-0.910493, z(t)=-0.528323, z'(t)=-0.436175, v(t)=-1.368008, v'(t)=0.327861, X(t)=-2.715931, Y(t)=-0.528323, Z(t)=-1.368008
t=11.180000, y(t)=-2.733417, y'(t)=-0.837731, z(t)=-0.537128, z'(t)=-0.444191, v(t)=-1.362096, v'(t)=0.263288, X(t)=-2.733417, Y(t)=-0.537128, Z(t)=-1.362096
t=11.200000, y(t)=-2.749428, y'(t)=-0.763134, z(t)=-0.546084, z'(t)=-0.451191, v(t)=-1.357478, v'(t)=0.198447, X(t)=-2.749428, Y(t)=-0.546084, Z(t)=-1.357478
t=11.220000, y(t)=-2.763931, y'(t)=-0.686884, z(t)=-0.555169, z'(t)=-0.457162, v(t)=-1.354159, v'(t)=0.133470, X(t)=-2.763931, Y(t)=-0.555169, Z(t)=-1.354159
t=11.240000, y(t)=-2.776894, y'(t)=-0.609168, z(t)=-0.564363, z'(t)=-0.462097, v(t)=-1.352140, v'(t)=0.068487, X(t)=-2.776894, Y(t)=-0.564363, Z(t)=-1.352140
t=11.260000, y(t)=-2.788289, y'(t)=-0.530173, z(t)=-0.573646, z'(t)=-0.465987, v(t)=-1.351419, v'(t)=0.003627, X(t)=-2.788289, Y(t)=-0.573646, Z(t)=-1.351419
t=11.280000, y(t)=-2.798094, y'(t)=-0.450091, z(t)=-0.582996, z'(t)=-0.468829, v(t)=-1.351993, v'(t)=-0.060982, X(t)=-2.798094, Y(t)=-0.582996, Z(t)=-1.351993
t=11.300000, y(t)=-2.806287, y'(t)=-0.369114, z(t)=-0.592392, z'(t)=-0.470621, v(t)=-1.353855, v'(t)=-0.125211, X(t)=-2.806287, Y(t)=-0.592392, Z(t)=-1.353855
t=11.320000, y(t)=-2.812854, y'(t)=-0.287437, z(t)=-0.601814, z'(t)=-0.471363, v(t)=-1.356998, v'(t)=-0.188935, X(t)=-2.812854, Y(t)=-0.601814, Z(t)=-1.356998
t=11.340000, y(t)=-2.817781, y'(t)=-0.205254, z(t)=-0.611240, z'(t)=-0.471057, v(t)=-1.361409, v'(t)=-0.252027, X(t)=-2.817781, Y(t)=-0.611240, Z(t)=-1.361409
t=11.360000, y(t)=-2.821062, y'(t)=-0.122762, z(t)=-0.620649, z'(t)=-0.469708, v(t)=-1.367074, v'(t)=-0.314366, X(t)=-2.821062, Y(t)=-0.620649, Z(t)=-1.367074
t=11.380000, y(t)=-2.822691, y'(t)=-0.040156, z(t)=-0.630021, z'(t)=-0.467323, v(t)=-1.373977, v'(t)=-0.375830, X(t)=-2.822691, Y(t)=-0.630021, Z(t)=-1.373977
t=11.400000, y(t)=-2.822668, y'(t)=0.042368, z(t)=-0.639335, z'(t)=-0.463912, v(t)=-1.382101, v'(t)=-0.436299, X(t)=-2.822668, Y(t)=-0.639335, Z(t)=-1.382101
t=11.420000, y(t)=-2.820998, y'(t)=0.124616, z(t)=-0.648571, z'(t)=-0.459487, v(t)=-1.391422, v'(t)=-0.495658, X(t)=-2.820998, Y(t)=-0.648571, Z(t)=-1.391422
t=11.440000, y(t)=-2.817687, y'(t)=0.206395, z(t)=-0.657708, z'(t)=-0.454061, v(t)=-1.401919, v'(t)=-0.553793, X(t)=-2.817687, Y(t)=-0.657708, Z(t)=-1.401919
t=11.460000, y(t)=-2.812747, y'(t)=0.287513, z(t)=-0.666727, z'(t)=-0.447650, v(t)=-1.413565, v'(t)=-0.610593, X(t)=-2.812747, Y(t)=-0.666727, Z(t)=-1.413565
t=11.480000, y(t)=-2.806192, y'(t)=0.367782, z(t)=-0.675607, z'(t)=-0.440273, v(t)=-1.426333, v'(t)=-0.665949, X(t)=-2.806192, Y(t)=-0.675607, Z(t)=-1.426333
t=11.500000, y(t)=-2.798042, y'(t)=0.447016, z(t)=-0.684331, z'(t)=-0.431949, v(t)=-1.440193, v'(t)=-0.719758, X(t)=-2.798042, Y(t)=-0.684331, Z(t)=-1.440193
t=11.520000, y(t)=-2.788320, y'(t)=0.525031, z(t)=-0.692879, z'(t)=-0.422701, v(t)=-1.455112, v'(t)=-0.771918, X(t)=-2.788320, Y(t)=-0.692879, Z(t)=-1.455112
t=11.540000, y(t)=-2.777050, y'(t)=0.601648, z(t)=-0.701233, z'(t)=-0.412554, v(t)=-1.471058, v'(t)=-0.822332, X(t)=-2.777050, Y(t)=-0.701233, Z(t)=-1.471058
t=11.560000, y(t)=-2.764264, y'(t)=0.676693, z(t)=-0.709376, z'(t)=-0.401532, v(t)=-1.487993, v'(t)=-0.870907, X(t)=-2.764264, Y(t)=-0.709376, Z(t)=-1.487993
t=11.580000, y(t)=-2.749994, y'(t)=0.749995, z(t)=-0.717289, z'(t)=-0.389664, v(t)=-1.505881, v'(t)=-0.917553, X(t)=-2.749994, Y(t)=-0.717289, Z(t)=-1.505881
t=11.600000, y(t)=-2.734277, y'(t)=0.821386, z(t)=-0.724957, z'(t)=-0.376981, v(t)=-1.524682, v'(t)=-0.962185, X(t)=-2.734277, Y(t)=-0.724957, Z(t)=-1.524682
t=11.620000, y(t)=-2.717153, y'(t)=0.890708, z(t)=-0.732363, z'(t)=-0.363512, v(t)=-1.544354, v'(t)=-1.004721, X(t)=-2.717153, Y(t)=-0.732363, Z(t)=-1.544354
t=11.640000, y(t)=-2.698664, y'(t)=0.957805, z(t)=-0.739492, z'(t)=-0.349291, v(t)=-1.564856, v'(t)=-1.045087, X(t)=-2.698664, Y(t)=-0.739492, Z(t)=-1.564856
t=11.660000, y(t)=-2.678856, y'(t)=1.022527, z(t)=-0.746330, z'(t)=-0.334353, v(t)=-1.586143, v'(t)=-1.083210, X(t)=-2.678856, Y(t)=-0.746330, Z(t)=-1.586143
t=11.680000, y(t)=-2.657779, y'(t)=1.084733, z(t)=-0.752862, z'(t)=-0.318734, v(t)=-1.608169, v'(t)=-1.119022, X(t)=-2.657779, Y(t)=-0.752862, Z(t)=-1.608169
t=11.700000, y(t)=-2.635485, y'(t)=1.144285, z(t)=-0.759075, z'(t)=-0.302471, v(t)=-1.630888, v'(t)=-1.152463, X(t)=-2.635485, Y(t)=-0.759075, Z(t)=-1.630888
t=11.720000, y(t)=-2.612026, y'(t)=1.201056, z(t)=-0.764957, z'(t)=-0.285602, v(t)=-1.654251, v'(t)=-1.183474, X(t)=-2.612026, Y(t)=-0.764957, Z(t)=-1.654251
t=11.740000, y(t)=-2.587462, y'(t)=1.254923, z(t)=-0.770495, z'(t)=-0.268167, v(t)=-1.678210, v'(t)=-1.212004, X(t)=-2.587462, Y(t)=-0.770495, Z(t)=-1.678210
t=11.760000, y(t)=-2.561850, y'(t)=1.305771, z(t)=-0.775680, z'(t)=-0.250208, v(t)=-1.702715, v'(t)=-1.238005, X(t)=-2.561850, Y(t)=-0.775680, Z(t)=-1.702715
t=11.780000, y(t)=-2.535252, y'(t)=1.353494, z(t)=-0.780500, z'(t)=-0.231765, v(t)=-1.727714, v'(t)=-1.261437, X(t)=-2.535252, Y(t)=-0.780500, Z(t)=-1.727714
t=11.800000, y(t)=-2.507731, y'(t)=1.397993, z(t)=-0.784947, z'(t)=-0.212883, v(t)=-1.753155, v'(t)=-1.282262, X(t)=-2.507731, Y(t)=-0.784947, Z(t)=-1.753155
t=11.820000, y(t)=-2.479354, y'(t)=1.439178, z(t)=-0.789013, z'(t)=-0.193605, v(t)=-1.778986, v'(t)=-1.300449, X(t)=-2.479354, Y(t)=-0.789013, Z(t)=-1.778986
t=11.840000, y(t)=-2.450187, y'(t)=1.476966, z(t)=-0.792689, z'(t)=-0.173974, v(t)=-1.805155, v'(t)=-1.315974, X(t)=-2.450187, Y(t)=-0.792689, Z(t)=-1.805155
t=11.860000, y(t)=-2.420299, y'(t)=1.511285, z(t)=-0.795970, z'(t)=-0.154036, v(t)=-1.831607, v'(t)=-1.328814, X(t)=-2.420299, Y(t)=-0.795970, Z(t)=-1.831607
t=11.880000, y(t)=-2.389759, y'(t)=1.542068, z(t)=-0.798849, z'(t)=-0.133836, v(t)=-1.858290, v'(t)=-1.338957, X(t)=-2.389759, Y(t)=-0.798849, Z(t)=-1.858290
t=11.900000, y(t)=-2.358640, y'(t)=1.569259, z(t)=-0.801322, z'(t)=-0.113420, v(t)=-1.885148, v'(t)=-1.346392, X(t)=-2.358640, Y(t)=-0.801322, Z(t)=-1.885148
t=11.920000, y(t)=-2.327013, y'(t)=1.592813, z(t)=-0.803385, z'(t)=-0.092834, v(t)=-1.912127, v'(t)=-1.351115, X(t)=-2.327013, Y(t)=-0.803385, Z(t)=-1.912127
t=11.940000, y(t)=-2.294952, y'(t)=1.612689, z(t)=-0.805034, z'(t)=-0.072125, v(t)=-1.939174, v'(t)=-1.353127, X(t)=-2.294952, Y(t)=-0.805034, Z(t)=-1.939174
t=11.960000, y(t)=-2.262530, y'(t)=1.628859, z(t)=-0.806269, z'(t)=-0.051338, v(t)=-1.966234, v'(t)=-1.352436, X(t)=-2.262530, Y(t)=-0.806269, Z(t)=-1.966234
t=11.980000, y(t)=-2.229822, y'(t)=1.641303, z(t)=-0.807088, z'(t)=-0.030521, v(t)=-1.993254, v'(t)=-1.349053, X(t)=-2.229822, Y(t)=-0.807088, Z(t)=-1.993254
t=12.000000, y(t)=-2.196903, y'(t)=1.650010, z(t)=-0.807490, z'(t)=-0.009719, v(t)=-2.020179, v'(t)=-1.342997, X(t)=-2.196903, Y(t)=-0.807490, Z(t)=-2.020179
t=12.020000, y(t)=-2.163847, y'(t)=1.654977, z(t)=-0.807477, z'(t)=0.011021, v(t)=-2.046956, v'(t)=-1.334289, X(t)=-2.163847, Y(t)=-0.807477, Z(t)=-2.046956
t=12.040000, y(t)=-2.130729, y'(t)=1.656211, z(t)=-0.807050, z'(t)=0.031654, v(t)=-2.073533, v'(t)=-1.322959, X(t)=-2.130729, Y(t)=-0.807050, Z(t)=-2.073533
t=12.060000, y(t)=-2.097623, y'(t)=1.653729, z(t)=-0.806212, z'(t)=0.052135, v(t)=-2.099857, v'(t)=-1.309038, X(t)=-2.097623, Y(t)=-0.806212, Z(t)=-2.099857
t=12.080000, y(t)=-2.064604, y'(t)=1.647556, z(t)=-0.804966, z'(t)=0.072418, v(t)=-2.125877, v'(t)=-1.292564, X(t)=-2.064604, Y(t)=-0.804966, Z(t)=-2.125877
t=12.100000, y(t)=-2.031745, y'(t)=1.637724, z(t)=-0.803317, z'(t)=0.092460, v(t)=-2.151543, v'(t)=-1.273582, X(t)=-2.031745, Y(t)=-0.803317, Z(t)=-2.151543
t=12.120000, y(t)=-1.999119, y'(t)=1.624276, z(t)=-0.801269, z'(t)=0.112217, v(t)=-2.176804, v'(t)=-1.252138, X(t)=-1.999119, Y(t)=-0.801269, Z(t)=-2.176804
t=12.140000, y(t)=-1.966798, y'(t)=1.607264, z(t)=-0.798830, z'(t)=0.131646, v(t)=-2.201612, v'(t)=-1.228286, X(t)=-1.966798, Y(t)=-0.798830, Z(t)=-2.201612
t=12.160000, y(t)=-1.934852, y'(t)=1.586746, z(t)=-0.796006, z'(t)=0.150706, v(t)=-2.225920, v'(t)=-1.202082, X(t)=-1.934852, Y(t)=-0.796006, Z(t)=-2.225920
t=12.180000, y(t)=-1.903351, y'(t)=1.562790, z(t)=-0.792805, z'(t)=0.169356, v(t)=-2.249680, v'(t)=-1.173588, X(t)=-1.903351, Y(t)=-0.792805, Z(t)=-2.249680
t=12.200000, y(t)=-1.872363, y'(t)=1.535472, z(t)=-0.789235, z'(t)=0.187556, v(t)=-2.272849, v'(t)=-1.142870, X(t)=-1.872363, Y(t)=-0.789235, Z(t)=-2.272849
t=12.220000, y(t)=-1.841954, y'(t)=1.504874, z(t)=-0.785306, z'(t)=0.205267, v(t)=-2.295381, v'(t)=-1.109998, X(t)=-1.841954, Y(t)=-0.785306, Z(t)=-2.295381
t=12.240000, y(t)=-1.812189, y'(t)=1.471088, z(t)=-0.781028, z'(t)=0.222453, v(t)=-2.317235, v'(t)=-1.075045, X(t)=-1.812189, Y(t)=-0.781028, Z(t)=-2.317235
t=12.260000, y(t)=-1.783131, y'(t)=1.434211, z(t)=-0.776411, z'(t)=0.239078, v(t)=-2.338369, v'(t)=-1.038091, X(t)=-1.783131, Y(t)=-0.776411, Z(t)=-2.338369
t=12.280000, y(t)=-1.754841, y'(t)=1.394349, z(t)=-0.771468, z'(t)=0.255106, v(t)=-2.358745, v'(t)=-0.999217, X(t)=-1.754841, Y(t)=-0.771468, Z(t)=-2.358745
t=12.300000, y(t)=-1.727376, y'(t)=1.351614, z(t)=-0.766211, z'(t)=0.270505, v(t)=-2.378326, v'(t)=-0.958506, X(t)=-1.727376, Y(t)=-0.766211, Z(t)=-2.378326
t=12.320000, y(t)=-1.700795, y'(t)=1.306124, z(t)=-0.760653, z'(t)=0.285243, v(t)=-2.397074, v'(t)=-0.916050, X(t)=-1.700795, Y(t)=-0.760653, Z(t)=-2.397074
t=12.340000, y(t)=-1.675149, y'(t)=1.258003, z(t)=-0.754806, z'(t)=0.299289, v(t)=-2.414957, v'(t)=-0.871937, X(t)=-1.675149, Y(t)=-0.754806, Z(t)=-2.414957
t=12.360000, y(t)=-1.650491, y'(t)=1.207382, z(t)=-0.748686, z'(t)=0.312617, v(t)=-2.431941, v'(t)=-0.826264, X(t)=-1.650491, Y(t)=-0.748686, Z(t)=-2.431941
t=12.380000, y(t)=-1.626869, y'(t)=1.154396, z(t)=-0.742306, z'(t)=0.325198, v(t)=-2.447997, v'(t)=-0.779127, X(t)=-1.626869, Y(t)=-0.742306, Z(t)=-2.447997
t=12.400000, y(t)=-1.604330, y'(t)=1.099187, z(t)=-0.735683, z'(t)=0.337008, v(t)=-2.463097, v'(t)=-0.730627, X(t)=-1.604330, Y(t)=-0.735683, Z(t)=-2.463097
t=12.420000, y(t)=-1.582916, y'(t)=1.041899, z(t)=-0.728831, z'(t)=0.348024, v(t)=-2.477214, v'(t)=-0.680864, X(t)=-1.582916, Y(t)=-0.728831, Z(t)=-2.477214
t=12.440000, y(t)=-1.562667, y'(t)=0.982683, z(t)=-0.721768, z'(t)=0.358225, v(t)=-2.490324, v'(t)=-0.629944, X(t)=-1.562667, Y(t)=-0.721768, Z(t)=-2.490324
t=12.460000, y(t)=-1.543620, y'(t)=0.921692, z(t)=-0.714508, z'(t)=0.367591, v(t)=-2.502405, v'(t)=-0.577972, X(t)=-1.543620, Y(t)=-0.714508, Z(t)=-2.502405
t=12.480000, y(t)=-1.525810, y'(t)=0.859083, z(t)=-0.707070, z'(t)=0.376105, v(t)=-2.513436, v'(t)=-0.525056, X(t)=-1.525810, Y(t)=-0.707070, Z(t)=-2.513436
t=12.500000, y(t)=-1.509267, y'(t)=0.795018, z(t)=-0.699470, z'(t)=0.383752, v(t)=-2.523401, v'(t)=-0.471305, X(t)=-1.509267, Y(t)=-0.699470, Z(t)=-2.523401
t=12.520000, y(t)=-1.494018, y'(t)=0.729660, z(t)=-0.691725, z'(t)=0.390517, v(t)=-2.532284, v'(t)=-0.416831, X(t)=-1.494018, Y(t)=-0.691725, Z(t)=-2.532284
t=12.540000, y(t)=-1.480088, y'(t)=0.663174, z(t)=-0.683855, z'(t)=0.396390, v(t)=-2.540071, v'(t)=-0.361743, X(t)=-1.480088, Y(t)=-0.683855, Z(t)=-2.540071
t=12.560000, y(t)=-1.467497, y'(t)=0.595728, z(t)=-0.675876, z'(t)=0.401361, v(t)=-2.546750, v'(t)=-0.306155, X(t)=-1.467497, Y(t)=-0.675876, Z(t)=-2.546750
t=12.580000, y(t)=-1.456264, y'(t)=0.527491, z(t)=-0.667806, z'(t)=0.405423, v(t)=-2.552314, v'(t)=-0.250178, X(t)=-1.456264, Y(t)=-0.667806, Z(t)=-2.552314
