t=10.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=32.540000, y(t)=3.329312, y'(t)=0.217128, z(t)=-0.681261, z'(t)=-0.051235, v(t)=-1.789835, v'(t)=-0.018605, X(t)=3.329312, Y(t)=-0.681261, Z(t)=-1.789835
t=32.560000, y(t)=3.333612, y'(t)=0.212883, z(t)=-0.682216, z'(t)=-0.044269, v(t)=-1.790416, v'(t)=-0.039442, X(t)=3.333612, Y(t)=-0.682216, Z(t)=-1.790416
t=32.580000, y(t)=3.337826, y'(t)=0.208533, z(t)=-0.683031, z'(t)=-0.037233, v(t)=-1.791412, v'(t)=-0.060118, X(t)=3.337826, Y(t)=-0.683031, Z(t)=-1.791412
t=32.600000, y(t)=3.341953, y'(t)=0.204089, z(t)=-0.683705, z'(t)=-0.030142, v(t)=-1.792819, v'(t)=-0.080590, X(t)=3.341953, Y(t)=-0.683705, Z(t)=-1.792819
t=32.620000, y(t)=3.345989, y'(t)=0.199561, z(t)=-0.684236, z'(t)=-0.023012, v(t)=-1.794634, v'(t)=-0.100821, X(t)=3.345989, Y(t)=-0.684236, Z(t)=-1.794634
t=32.640000, y(t)=3.349935, y'(t)=0.194963, z(t)=-0.684625, z'(t)=-0.015860, v(t)=-1.796850, v'(t)=-0.120770, X(t)=3.349935, Y(t)=-0.684625, Z(t)=-1.796850
t=32.660000, y(t)=3.353788, y'(t)=0.190304, z(t)=-0.684871, z'(t)=-0.008702, v(t)=-1.799462, v'(t)=-0.140399, X(t)=3.353788, Y(t)=-0.684871, Z(t)=-1.799462
t=32.680000, y(t)=3.357547, y'(t)=0.185596, z(t)=-0.684973, z'(t)=-0.001553, v(t)=-1.802464, v'(t)=-0.159670, X(t)=3.357547, Y(t)=-0.684973, Z(t)=-1.802464
t=32.700000, y(t)=3.361211, y'(t)=0.180852, z(t)=-0.684933, z'(t)=0.005572, v(t)=-1.805847, v'(t)=-0.178546, X(t)=3.361211, Y(t)=-0.684933, Z(t)=-1.805847
t=32.720000, y(t)=3.364781, y'(t)=0.176083, z(t)=-0.684751, z'(t)=0.012655, v(t)=-1.809603, v'(t)=-0.196990, X(t)=3.364781, Y(t)=-0.684751, Z(t)=-1.809603
t=32.740000, y(t)=3.368254, y'(t)=0.171301, z(t)=-0.684427, z'(t)=0.019682, v(t)=-1.813723, v'(t)=-0.214969, X(t)=3.368254, Y(t)=-0.684427, Z(t)=-1.813723
t=32.760000, y(t)=3.371633, y'(t)=0.166518, z(t)=-0.683964, z'(t)=0.026637, v(t)=-1.818198, v'(t)=-0.232448, X(t)=3.371633, Y(t)=-0.683964, Z(t)=-1.818198
t=32.780000, y(t)=3.374915, y'(t)=0.161745, z(t)=-0.683362, z'(t)=0.033506, v(t)=-1.823018, v'(t)=-0.249394, X(t)=3.374915, Y(t)=-0.683362, Z(t)=-1.823018
t=32.800000, y(t)=3.378103, y'(t)=0.156993, z(t)=-0.682624, z'(t)=0.040273, v(t)=-1.828170, v'(t)=-0.265775, X(t)=3.378103, Y(t)=-0.682624, Z(t)=-1.828170
t=32.820000, y(t)=3.381195, y'(t)=0.152276, z(t)=-0.681752, z'(t)=0.046923, v(t)=-1.833645, v'(t)=-0.281562, X(t)=3.381195, Y(t)=-0.681752, Z(t)=-1.833645
t=32.840000, y(t)=3.384194, y'(t)=0.147603, z(t)=-0.680748, z'(t)=0.053443, v(t)=-1.839428, v'(t)=-0.296724, X(t)=3.384194, Y(t)=-0.680748, Z(t)=-1.839428
t=32.860000, y(t)=3.387100, y'(t)=0.142987, z(t)=-0.679615, z'(t)=0.059819, v(t)=-1.845509, v'(t)=-0.311235, X(t)=3.387100, Y(t)=-0.679615, Z(t)=-1.845509
t=32.880000, y(t)=3.389914, y'(t)=0.138438, z(t)=-0.678356, z'(t)=0.066037, v(t)=-1.851873, v'(t)=-0.325069, X(t)=3.389914, Y(t)=-0.678356, Z(t)=-1.851873
t=32.900000, y(t)=3.392638, y'(t)=0.133967, z(t)=-0.676975, z'(t)=0.072083, v(t)=-1.858507, v'(t)=-0.338199, X(t)=3.392638, Y(t)=-0.676975, Z(t)=-1.858507
t=32.920000, y(t)=3.395273, y'(t)=0.129585, z(t)=-0.675474, z'(t)=0.077945, v(t)=-1.865396, v'(t)=-0.350603, X(t)=3.395273, Y(t)=-0.675474, Z(t)=-1.865396
t=32.940000, y(t)=3.397822, y'(t)=0.125302, z(t)=-0.673858, z'(t)=0.083612, v(t)=-1.872526, v'(t)=-0.362259, X(t)=3.397822, Y(t)=-0.673858, Z(t)=-1.872526
t=32.960000, y(t)=3.400286, y'(t)=0.121128, z(t)=-0.672131, z'(t)=0.089070, v(t)=-1.879882, v'(t)=-0.373147, X(t)=3.400286, Y(t)=-0.672131, Z(t)=-1.879882
t=32.980000, y(t)=3.402668, y'(t)=0.117074, z(t)=-0.670297, z'(t)=0.094309, v(t)=-1.887447, v'(t)=-0.383249, X(t)=3.402668, Y(t)=-0.670297, Z(t)=-1.887447
t=33.000000, y(t)=3.404970, y'(t)=0.113148, z(t)=-0.668360, z'(t)=0.099319, v(t)=-1.895206, v'(t)=-0.392546, X(t)=3.404970, Y(t)=-0.668360, Z(t)=-1.895206
t=33.020000, y(t)=3.407195, y'(t)=0.109360, z(t)=-0.666326, z'(t)=0.104088, v(t)=-1.903143, v'(t)=-0.401024, X(t)=3.407195, Y(t)=-0.666326, Z(t)=-1.903143
t=33.040000, y(t)=3.409345, y'(t)=0.105718, z(t)=-0.664199, z'(t)=0.108607, v(t)=-1.911242, v'(t)=-0.408670, X(t)=3.409345, Y(t)=-0.664199, Z(t)=-1.911242
t=33.060000, y(t)=3.411424, y'(t)=0.102231, z(t)=-0.661983, z'(t)=0.112868, v(t)=-1.919485, v'(t)=-0.415471, X(t)=3.411424, Y(t)=-0.661983, Z(t)=-1.919485
t=33.080000, y(t)=3.413435, y'(t)=0.098906, z(t)=-0.659686, z'(t)=0.116861, v(t)=-1.927855, v'(t)=-0.421417, X(t)=3.413435, Y(t)=-0.659686, Z(t)=-1.927855
t=33.100000, y(t)=3.415382, y'(t)=0.095752, z(t)=-0.657311, z'(t)=0.120580, v(t)=-1.936336, v'(t)=-0.426500, X(t)=3.415382, Y(t)=-0.657311, Z(t)=-1.936336
t=33.120000, y(t)=3.417267, y'(t)=0.092775, z(t)=-0.654864, z'(t)=0.124016, v(t)=-1.944909, v'(t)=-0.430713, X(t)=3.417267, Y(t)=-0.654864, Z(t)=-1.944909
t=33.140000, y(t)=3.419094, y'(t)=0.089981, z(t)=-0.652352, z'(t)=0.127164, v(t)=-1.953558, v'(t)=-0.434052, X(t)=3.419094, Y(t)=-0.652352, Z(t)=-1.953558
t=33.160000, y(t)=3.420867, y'(t)=0.087378, z(t)=-0.649780, z'(t)=0.130017, v(t)=-1.962265, v'(t)=-0.436512, X(t)=3.420867, Y(t)=-0.649780, Z(t)=-1.962265
t=33.180000, y(t)=3.422590, y'(t)=0.084969, z(t)=-0.647153, z'(t)=0.132571, v(t)=-1.971013, v'(t)=-0.438093, X(t)=3.422590, Y(t)=-0.647153, Z(t)=-1.971013
t=33.200000, y(t)=3.424267, y'(t)=0.082762, z(t)=-0.644479, z'(t)=0.134821, v(t)=-1.979783, v'(t)=-0.438794, X(t)=3.424267, Y(t)=-0.644479, Z(t)=-1.979783
t=33.220000, y(t)=3.425902, y'(t)=0.080760, z(t)=-0.641763, z'(t)=0.136763, v(t)=-1.988559, v'(t)=-0.438619, X(t)=3.425902, Y(t)=-0.641763, Z(t)=-1.988559
t=33.240000, y(t)=3.427499, y'(t)=0.078967, z(t)=-0.639010, z'(t)=0.138395, v(t)=-1.997322, v'(t)=-0.437571, X(t)=3.427499, Y(t)=-0.639010, Z(t)=-1.997322
t=33.260000, y(t)=3.429062, y'(t)=0.077387, z(t)=-0.636229, z'(t)=0.139712, v(t)=-2.006056, v'(t)=-0.435656, X(t)=3.429062, Y(t)=-0.636229, Z(t)=-2.006056
t=33.280000, y(t)=3.430596, y'(t)=0.076022, z(t)=-0.633424, z'(t)=0.140716, v(t)=-2.014743, v'(t)=-0.432880, X(t)=3.430596, Y(t)=-0.633424, Z(t)=-2.014743
t=33.300000, y(t)=3.432105, y'(t)=0.074876, z(t)=-0.630602, z'(t)=0.141403, v(t)=-2.023365, v'(t)=-0.429253, X(t)=3.432105, Y(t)=-0.630602, Z(t)=-2.023365
t=33.320000, y(t)=3.433592, y'(t)=0.073951, z(t)=-0.627770, z'(t)=0.141774, v(t)=-2.031907, v'(t)=-0.424785, X(t)=3.433592, Y(t)=-0.627770, Z(t)=-2.031907
t=33.340000, y(t)=3.435064, y'(t)=0.073247, z(t)=-0.624934, z'(t)=0.141829, v(t)=-2.040351, v'(t)=-0.419489, X(t)=3.435064, Y(t)=-0.624934, Z(t)=-2.040351
t=33.360000, y(t)=3.436524, y'(t)=0.072766, z(t)=-0.622099, z'(t)=0.141570, v(t)=-2.048681, v'(t)=-0.413378, X(t)=3.436524, Y(t)=-0.622099, Z(t)=-2.048681
t=33.380000, y(t)=3.437976, y'(t)=0.072507, z(t)=-0.619273, z'(t)=0.140998, v(t)=-2.056881, v'(t)=-0.406468, X(t)=3.437976, Y(t)=-0.619273, Z(t)=-2.056881
t=33.400000, y(t)=3.439426, y'(t)=0.072471, z(t)=-0.616461, z'(t)=0.140116, v(t)=-2.064935, v'(t)=-0.398777, X(t)=3.439426, Y(t)=-0.616461, Z(t)=-2.064935
t=33.420000, y(t)=3.440876, y'(t)=0.072657, z(t)=-0.613670, z'(t)=0.138926, v(t)=-2.072827, v'(t)=-0.390321, X(t)=3.440876, Y(t)=-0.613670, Z(t)=-2.072827
t=33.440000, y(t)=3.442333, y'(t)=0.073063, z(t)=-0.610906, z'(t)=0.137434, v(t)=-2.080543, v'(t)=-0.381122, X(t)=3.442333, Y(t)=-0.610906, Z(t)=-2.080543
t=33.460000, y(t)=3.443800, y'(t)=0.073687, z(t)=-0.608175, z'(t)=0.135643, v(t)=-2.088067, v'(t)=-0.371200, X(t)=3.443800, Y(t)=-0.608175, Z(t)=-2.088067
t=33.480000, y(t)=3.445282, y'(t)=0.074528, z(t)=-0.605482, z'(t)=0.133559, v(t)=-2.095386, v'(t)=-0.360578, X(t)=3.445282, Y(t)=-0.605482, Z(t)=-2.095386
t=33.500000, y(t)=3.446783, y'(t)=0.075582, z(t)=-0.602834, z'(t)=0.131186, v(t)=-2.102486, v'(t)=-0.349281, X(t)=3.446783, Y(t)=-0.602834, Z(t)=-2.102486
t=33.520000, y(t)=3.448307, y'(t)=0.076846, z(t)=-0.600237, z'(t)=0.128533, v(t)=-2.109353, v'(t)=-0.337332, X(t)=3.448307, Y(t)=-0.600237, Z(t)=-2.109353
t=33.540000, y(t)=3.449858, y'(t)=0.078316, z(t)=-0.597695, z'(t)=0.125605, v(t)=-2.115975, v'(t)=-0.324760, X(t)=3.449858, Y(t)=-0.597695, Z(t)=-2.115975
t=33.560000, y(t)=3.451441, y'(t)=0.079987, z(t)=-0.595214, z'(t)=0.122411, v(t)=-2.122339, v'(t)=-0.311590, X(t)=3.451441, Y(t)=-0.595214, Z(t)=-2.122339
t=33.580000, y(t)=3.453059, y'(t)=0.081854, z(t)=-0.592800, z'(t)=0.118958, v(t)=-2.128435, v'(t)=-0.297853, X(t)=3.453059, Y(t)=-0.592800, Z(t)=-2.128435
t=33.600000, y(t)=3.454716, y'(t)=0.083913, z(t)=-0.590458, z'(t)=0.115255, v(t)=-2.134250, v'(t)=-0.283577, X(t)=3.454716, Y(t)=-0.590458, Z(t)=-2.134250
t=33.620000, y(t)=3.456417, y'(t)=0.086157, z(t)=-0.588192, z'(t)=0.111311, v(t)=-2.139774, v'(t)=-0.268793, X(t)=3.456417, Y(t)=-0.588192, Z(t)=-2.139774
t=33.640000, y(t)=3.458164, y'(t)=0.088581, z(t)=-0.586007, z'(t)=0.107137, v(t)=-2.144998, v'(t)=-0.253533, X(t)=3.458164, Y(t)=-0.586007, Z(t)=-2.144998
t=33.660000, y(t)=3.459961, y'(t)=0.091176, z(t)=-0.583908, z'(t)=0.102741, v(t)=-2.149913, v'(t)=-0.237828, X(t)=3.459961, Y(t)=-0.583908, Z(t)=-2.149913
t=33.680000, y(t)=3.461812, y'(t)=0.093938, z(t)=-0.581899, z'(t)=0.098136, v(t)=-2.154509, v'(t)=-0.221713, X(t)=3.461812, Y(t)=-0.581899, Z(t)=-2.154509
t=33.700000, y(t)=3.463720, y'(t)=0.096857, z(t)=-0.579984, z'(t)=0.093331, v(t)=-2.158779, v'(t)=-0.205220, X(t)=3.463720, Y(t)=-0.579984, Z(t)=-2.158779
t=33.720000, y(t)=3.465687, y'(t)=0.099926, z(t)=-0.578167, z'(t)=0.088339, v(t)=-2.162715, v'(t)=-0.188384, X(t)=3.465687, Y(t)=-0.578167, Z(t)=-2.162715
t=33.740000, y(t)=3.467718, y'(t)=0.103138, z(t)=-0.576451, z'(t)=0.083171, v(t)=-2.166312, v'(t)=-0.171240, X(t)=3.467718, Y(t)=-0.576451, Z(t)=-2.166312
t=33.760000, y(t)=3.469814, y'(t)=0.106483, z(t)=-0.574841, z'(t)=0.077839, v(t)=-2.169563, v'(t)=-0.153823, X(t)=3.469814, Y(t)=-0.574841, Z(t)=-2.169563
t=33.780000, y(t)=3.471978, y'(t)=0.109953, z(t)=-0.573339, z'(t)=0.072356, v(t)=-2.172463, v'(t)=-0.136170, X(t)=3.471978, Y(t)=-0.573339, Z(t)=-2.172463
t=33.800000, y(t)=3.474213, y'(t)=0.113539, z(t)=-0.571947, z'(t)=0.066735, v(t)=-2.175008, v'(t)=-0.118315, X(t)=3.474213, Y(t)=-0.571947, Z(t)=-2.175008
t=33.820000, y(t)=3.476520, y'(t)=0.117232, z(t)=-0.570670, z'(t)=0.060988, v(t)=-2.177195, v'(t)=-0.100297, X(t)=3.476520, Y(t)=-0.570670, Z(t)=-2.177195
t=33.840000, y(t)=3.478902, y'(t)=0.121022, z(t)=-0.569509, z'(t)=0.055128, v(t)=-2.179019, v'(t)=-0.082150, X(t)=3.478902, Y(t)=-0.569509, Z(t)=-2.179019
t=33.860000, y(t)=3.481362, y'(t)=0.124899, z(t)=-0.568466, z'(t)=0.049170, v(t)=-2.180480, v'(t)=-0.063912, X(t)=3.481362, Y(t)=-0.568466, Z(t)=-2.180480
t=33.880000, y(t)=3.483899, y'(t)=0.128855, z(t)=-0.567542, z'(t)=0.043127, v(t)=-2.181576, v'(t)=-0.045620, X(t)=3.483899, Y(t)=-0.567542, Z(t)=-2.181576
t=33.900000, y(t)=3.486516, y'(t)=0.132878, z(t)=-0.566741, z'(t)=0.037013, v(t)=-2.182305, v'(t)=-0.027310, X(t)=3.486516, Y(t)=-0.566741, Z(t)=-2.182305
t=33.920000, y(t)=3.489214, y'(t)=0.136958, z(t)=-0.566062, z'(t)=0.030840, v(t)=-2.182668, v'(t)=-0.009018, X(t)=3.489214, Y(t)=-0.566062, Z(t)=-2.182668
t=33.940000, y(t)=3.491995, y'(t)=0.141086, z(t)=-0.565508, z'(t)=0.024624, v(t)=-2.182666, v'(t)=0.009218, X(t)=3.491995, Y(t)=-0.565508, Z(t)=-2.182666
t=33.960000, y(t)=3.494858, y'(t)=0.145251, z(t)=-0.565078, z'(t)=0.018378, v(t)=-2.182300, v'(t)=0.027363, X(t)=3.494858, Y(t)=-0.565078, Z(t)=-2.182300
t=33.980000, y(t)=3.497805, y'(t)=0.149443, z(t)=-0.564773, z'(t)=0.012117, v(t)=-2.181572, v'(t)=0.045382, X(t)=3.497805, Y(t)=-0.564773, Z(t)=-2.181572
t=34.000000, y(t)=3.500836, y'(t)=0.153651, z(t)=-0.564593, z'(t)=0.005853, v(t)=-2.180486, v'(t)=0.063238, X(t)=3.500836, Y(t)=-0.564593, Z(t)=-2.180486
t=34.020000, y(t)=3.503951, y'(t)=0.157865, z(t)=-0.564538, z'(t)=-0.000398, v(t)=-2.179044, v'(t)=0.080896, X(t)=3.503951, Y(t)=-0.564538, Z(t)=-2.179044
t=34.040000, y(t)=3.507151, y'(t)=0.162075, z(t)=-0.564609, z'(t)=-0.006624, v(t)=-2.177251, v'(t)=0.098323, X(t)=3.507151, Y(t)=-0.564609, Z(t)=-2.177251
t=34.060000, y(t)=3.510434, y'(t)=0.166270, z(t)=-0.564803, z'(t)=-0.012810, v(t)=-2.175113, v'(t)=0.115485, X(t)=3.510434, Y(t)=-0.564803, Z(t)=-2.175113
t=34.080000, y(t)=3.513801, y'(t)=0.170440, z(t)=-0.565121, z'(t)=-0.018943, v(t)=-2.172634, v'(t)=0.132348, X(t)=3.513801, Y(t)=-0.565121, Z(t)=-2.172634
t=34.100000, y(t)=3.517251, y'(t)=0.174575, z(t)=-0.565560, z'(t)=-0.025009, v(t)=-2.169821, v'(t)=0.148880, X(t)=3.517251, Y(t)=-0.565560, Z(t)=-2.169821
t=34.120000, y(t)=3.520784, y'(t)=0.178665, z(t)=-0.566121, z'(t)=-0.030996, v(t)=-2.166681, v'(t)=0.165050, X(t)=3.520784, Y(t)=-0.566121, Z(t)=-2.166681
t=34.140000, y(t)=3.524398, y'(t)=0.182700, z(t)=-0.566800, z'(t)=-0.036890, v(t)=-2.163222, v'(t)=0.180826, X(t)=3.524398, Y(t)=-0.566800, Z(t)=-2.163222
t=34.160000, y(t)=3.528091, y'(t)=0.186671, z(t)=-0.567595, z'(t)=-0.042679, v(t)=-2.159451, v'(t)=0.196179, X(t)=3.528091, Y(t)=-0.567595, Z(t)=-2.159451
t=34.180000, y(t)=3.531864, y'(t)=0.190568, z(t)=-0.568506, z'(t)=-0.048350, v(t)=-2.155378, v'(t)=0.211080, X(t)=3.531864, Y(t)=-0.568506, Z(t)=-2.155378
t=34.200000, y(t)=3.535714, y'(t)=0.194382, z(t)=-0.569529, z'(t)=-0.053892, v(t)=-2.151011, v'(t)=0.225501, X(t)=3.535714, Y(t)=-0.569529, Z(t)=-2.151011
t=34.220000, y(t)=3.539639, y'(t)=0.198103, z(t)=-0.570661, z'(t)=-0.059292, v(t)=-2.146361, v'(t)=0.239415, X(t)=3.539639, Y(t)=-0.570661, Z(t)=-2.146361
t=34.240000, y(t)=3.543637, y'(t)=0.201723, z(t)=-0.571899, z'(t)=-0.064538, v(t)=-2.141438, v'(t)=0.252797, X(t)=3.543637, Y(t)=-0.571899, Z(t)=-2.141438
t=34.260000, y(t)=3.547707, y'(t)=0.205234, z(t)=-0.573241, z'(t)=-0.069621, v(t)=-2.136253, v'(t)=0.265621, X(t)=3.547707, Y(t)=-0.573241, Z(t)=-2.136253
t=34.280000, y(t)=3.551846, y'(t)=0.208628, z(t)=-0.574683, z'(t)=-0.074530, v(t)=-2.130817, v'(t)=0.277866, X(t)=3.551846, Y(t)=-0.574683, Z(t)=-2.130817
t=34.300000, y(t)=3.556051, y'(t)=0.211896, z(t)=-0.576221, z'(t)=-0.079253, v(t)=-2.125142, v'(t)=0.289508, X(t)=3.556051, Y(t)=-0.576221, Z(t)=-2.125142
t=34.320000, y(t)=3.560321, y'(t)=0.215031, z(t)=-0.577852, z'(t)=-0.083782, v(t)=-2.119241, v'(t)=0.300526, X(t)=3.560321, Y(t)=-0.577852, Z(t)=-2.119241
t=34.340000, y(t)=3.564651, y'(t)=0.218026, z(t)=-0.579571, z'(t)=-0.088108, v(t)=-2.113125, v'(t)=0.310902, X(t)=3.564651, Y(t)=-0.579571, Z(t)=-2.113125
t=34.360000, y(t)=3.569041, y'(t)=0.220874, z(t)=-0.581375, z'(t)=-0.092220, v(t)=-2.106809, v'(t)=0.320618, X(t)=3.569041, Y(t)=-0.581375, Z(t)=-2.106809
t=34.380000, y(t)=3.573485, y'(t)=0.223568, z(t)=-0.583258, z'(t)=-0.096112, v(t)=-2.100305, v'(t)=0.329655, X(t)=3.573485, Y(t)=-0.583258, Z(t)=-2.100305
t=34.400000, y(t)=3.577982, y'(t)=0.226104, z(t)=-0.585218, z'(t)=-0.099776, v(t)=-2.093628, v'(t)=0.338000, X(t)=3.577982, Y(t)=-0.585218, Z(t)=-2.093628
t=34.420000, y(t)=3.582528, y'(t)=0.228475, z(t)=-0.587248, z'(t)=-0.103203, v(t)=-2.086790, v'(t)=0.345639, X(t)=3.582528, Y(t)=-0.587248, Z(t)=-2.086790
t=34.440000, y(t)=3.587120, y'(t)=0.230675, z(t)=-0.589344, z'(t)=-0.106388, v(t)=-2.079807, v'(t)=0.352558, X(t)=3.587120, Y(t)=-0.589344, Z(t)=-2.079807
t=34.460000, y(t)=3.591754, y'(t)=0.232702, z(t)=-0.591502, z'(t)=-0.109325, v(t)=-2.072692, v'(t)=0.358748, X(t)=3.591754, Y(t)=-0.591502, Z(t)=-2.072692
t=34.480000, y(t)=3.596427, y'(t)=0.234549, z(t)=-0.593715, z'(t)=-0.112008, v(t)=-2.065462, v'(t)=0.364198, X(t)=3.596427, Y(t)=-0.593715, Z(t)=-2.065462
t=34.500000, y(t)=3.601135, y'(t)=0.236213, z(t)=-0.595980, z'(t)=-0.114431, v(t)=-2.058130, v'(t)=0.368900, X(t)=3.601135, Y(t)=-0.595980, Z(t)=-2.058130
t=34.520000, y(t)=3.605874, y'(t)=0.237691, z(t)=-0.598291, z'(t)=-0.116592, v(t)=-2.050711, v'(t)=0.372850, X(t)=3.605874, Y(t)=-0.598291, Z(t)=-2.050711
t=34.540000, y(t)=3.610641, y'(t)=0.238981, z(t)=-0.600642, z'(t)=-0.118485, v(t)=-2.043221, v'(t)=0.376040, X(t)=3.610641, Y(t)=-0.600642, Z(t)=-2.043221
t=34.560000, y(t)=3.615432, y'(t)=0.240079, z(t)=-0.603028, z'(t)=-0.120108, v(t)=-2.035674, v'(t)=0.378469, X(t)=3.615432, Y(t)=-0.603028, Z(t)=-2.035674
t=34.580000, y(t)=3.620243, y'(t)=0.240983, z(t)=-0.605445, z'(t)=-0.121459, v(t)=-2.028087, v'(t)=0.380134, X(t)=3.620243, Y(t)=-0.605445, Z(t)=-2.028087
t=34.600000, y(t)=3.625070, y'(t)=0.241693, z(t)=-0.607885, z'(t)=-0.122535, v(t)=-2.020474, v'(t)=0.381035, X(t)=3.625070, Y(t)=-0.607885, Z(t)=-2.020474
t=34.620000, y(t)=3.629910, y'(t)=0.242207, z(t)=-0.610344, z'(t)=-0.123335, v(t)=-2.012851, v'(t)=0.381174, X(t)=3.629910, Y(t)=-0.610344, Z(t)=-2.012851
t=34.640000, y(t)=3.634757, y'(t)=0.242525, z(t)=-0.612817, z'(t)=-0.123858, v(t)=-2.005232, v'(t)=0.380553, X(t)=3.634757, Y(t)=-0.612817, Z(t)=-2.005232
t=34.660000, y(t)=3.639609, y'(t)=0.242647, z(t)=-0.615297, z'(t)=-0.124105, v(t)=-1.997634, v'(t)=0.379176, X(t)=3.639609, Y(t)=-0.615297, Z(t)=-1.997634
t=34.680000, y(t)=3.644462, y'(t)=0.242573, z(t)=-0.617779, z'(t)=-0.124076, v(t)=-1.990070, v'(t)=0.377049, X(t)=3.644462, Y(t)=-0.617779, Z(t)=-1.990070
t=34.700000, y(t)=3.649311, y'(t)=0.242304, z(t)=-0.620258, z'(t)=-0.123772, v(t)=-1.982557, v'(t)=0.374180, X(t)=3.649311, Y(t)=-0.620258, Z(t)=-1.982557
t=34.720000, y(t)=3.654153, y'(t)=0.241842, z(t)=-0.622728, z'(t)=-0.123195, v(t)=-1.975108, v'(t)=0.370576, X(t)=3.654153, Y(t)=-0.622728, Z(t)=-1.975108
t=34.740000, y(t)=3.658983, y'(t)=0.241189, z(t)=-0.625184, z'(t)=-0.122347, v(t)=-1.967738, v'(t)=0.366249, X(t)=3.658983, Y(t)=-0.625184, Z(t)=-1.967738
t=34.760000, y(t)=3.663799, y'(t)=0.240346, z(t)=-0.627620, z'(t)=-0.121231, v(t)=-1.960463, v'(t)=0.361210, X(t)=3.663799, Y(t)=-0.627620, Z(t)=-1.960463
t=34.780000, y(t)=3.668596, y'(t)=0.239317, z(t)=-0.630031, z'(t)=-0.119851, v(t)=-1.953295, v'(t)=0.355471, X(t)=3.668596, Y(t)=-0.630031, Z(t)=-1.953295
t=34.800000, y(t)=3.673370, y'(t)=0.238106, z(t)=-0.632412, z'(t)=-0.118211, v(t)=-1.946248, v'(t)=0.349047, X(t)=3.673370, Y(t)=-0.632412, Z(t)=-1.946248
t=34.820000, y(t)=3.678119, y'(t)=0.236715, z(t)=-0.634758, z'(t)=-0.116316, v(t)=-1.939337, v'(t)=0.341953, X(t)=3.678119, Y(t)=-0.634758, Z(t)=-1.939337
t=34.840000, y(t)=3.682838, y'(t)=0.235149, z(t)=-0.637063, z'(t)=-0.114170, v(t)=-1.932575, v'(t)=0.334206, X(t)=3.682838, Y(t)=-0.637063, Z(t)=-1.932575
t=34.860000, y(t)=3.687524, y'(t)=0.233412, z(t)=-0.639323, z'(t)=-0.111780, v(t)=-1.925973, v'(t)=0.325824, X(t)=3.687524, Y(t)=-0.639323, Z(t)=-1.925973
t=34.880000, y(t)=3.692173, y'(t)=0.231510, z(t)=-0.641533, z'(t)=-0.109152, v(t)=-1.919546, v'(t)=0.316827, X(t)=3.692173, Y(t)=-0.641533, Z(t)=-1.919546
t=34.900000, y(t)=3.696783, y'(t)=0.229447, z(t)=-0.643688, z'(t)=-0.106292, v(t)=-1.913304, v'(t)=0.307235, X(t)=3.696783, Y(t)=-0.643688, Z(t)=-1.913304
t=34.920000, y(t)=3.701350, y'(t)=0.227230, z(t)=-0.645783, z'(t)=-0.103208, v(t)=-1.907260, v'(t)=0.297069, X(t)=3.701350, Y(t)=-0.645783, Z(t)=-1.907260
t=34.940000, y(t)=3.705871, y'(t)=0.224864, z(t)=-0.647815, z'(t)=-0.099908, v(t)=-1.901425, v'(t)=0.286352, X(t)=3.705871, Y(t)=-0.647815, Z(t)=-1.901425
t=34.960000, y(t)=3.710344, y'(t)=0.222356, z(t)=-0.649778, z'(t)=-0.096399, v(t)=-1.895810, v'(t)=0.275107, X(t)=3.710344, Y(t)=-0.649778, Z(t)=-1.895810
t=34.980000, y(t)=3.714765, y'(t)=0.219712, z(t)=-0.651669, z'(t)=-0.092691, v(t)=-1.890424, v'(t)=0.263358, X(t)=3.714765, Y(t)=-0.651669, Z(t)=-1.890424
t=35.000000, y(t)=3.719131, y'(t)=0.216940, z(t)=-0.653484, z'(t)=-0.088792, v(t)=-1.885278, v'(t)=0.251133, X(t)=3.719131, Y(t)=-0.653484, Z(t)=-1.885278
t=35.020000, y(t)=3.723441, y'(t)=0.214047, z(t)=-0.655220, z'(t)=-0.084711, v(t)=-1.880382, v'(t)=0.238455, X(t)=3.723441, Y(t)=-0.655220, Z(t)=-1.880382
t=35.040000, y(t)=3.727693, y'(t)=0.211040, z(t)=-0.656872, z'(t)=-0.080460, v(t)=-1.875743, v'(t)=0.225353, X(t)=3.727693, Y(t)=-0.656872, Z(t)=-1.875743
t=35.060000, y(t)=3.731882, y'(t)=0.207927, z(t)=-0.658437, z'(t)=-0.076047, v(t)=-1.871370, v'(t)=0.211855, X(t)=3.731882, Y(t)=-0.658437, Z(t)=-1.871370
t=35.080000, y(t)=3.736009, y'(t)=0.204717, z(t)=-0.659913, z'(t)=-0.071483, v(t)=-1.867271, v'(t)=0.197989, X(t)=3.736009, Y(t)=-0.659913, Z(t)=-1.867271
t=35.100000, y(t)=3.740070, y'(t)=0.201417, z(t)=-0.661295, z'(t)=-0.066779, v(t)=-1.863453, v'(t)=0.183783, X(t)=3.740070, Y(t)=-0.661295, Z(t)=-1.863453
